Id,LotArea,MasVnrArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
1099,6000,0,0,672,757,567,1324,240,0,0,128000
1100,11880,206,567,1271,1601,0,1601,478,0,0,157000
1101,8400,0,0,290,438,0,438,246,0,0,60000
1102,9758,0,251,950,950,0,950,280,0,0,119500
1103,7000,45,422,1010,1134,0,1134,254,0,16,135000
1104,8910,0,0,655,1194,0,1194,539,0,0,159500
1105,2016,304,630,630,630,672,1302,440,0,0,106000
1106,12256,362,431,1463,1500,1122,2622,712,186,32,325000
1107,10357,0,172,910,1442,0,1442,719,0,244,179900
1108,23257,0,868,868,887,1134,2021,422,0,100,274725
1109,8063,0,924,924,948,742,1690,463,100,48,181000
1110,11362,42,797,1836,1836,0,1836,862,125,185,280000
1111,8000,0,554,773,773,885,1658,431,224,84,188000
1112,10480,660,400,803,1098,866,1964,483,0,69,205000
1113,7100,0,108,816,816,0,816,308,0,0,129900
1114,8923,0,365,1008,1008,0,1008,240,0,18,134500
1115,5400,0,418,833,833,0,833,326,0,0,117000
1116,12085,328,730,1734,1734,0,1734,928,0,0,318000
1117,7750,0,55,408,779,640,1419,527,120,0,184100
1118,9764,0,192,894,894,0,894,450,0,0,130000
1119,13825,0,533,533,1021,580,1601,300,280,34,140000
1120,7560,0,671,1040,1040,0,1040,286,140,0,133700
1121,8263,0,1012,1012,1012,0,1012,308,0,22,118400
1122,10084,196,1528,1552,1552,0,1552,782,144,20,212900
1123,8926,0,672,672,960,0,960,288,64,0,112000
1124,9405,0,698,698,698,0,698,0,0,200,118000
1125,9125,170,384,384,812,670,1482,392,100,25,163900
1126,10434,0,1005,1005,1005,0,1005,672,0,0,115000
1127,3684,130,1373,1373,1555,0,1555,660,143,20,174000
1128,14572,0,230,1530,1530,0,1530,630,144,36,259000
1129,11796,0,847,847,847,1112,1959,434,100,48,215000
1130,7200,180,0,936,936,0,936,672,49,0,140000
1131,7804,0,500,1122,1328,653,1981,576,431,44,135000
1132,10712,0,762,974,974,0,974,0,0,28,93500
1133,9900,0,1008,1008,1178,1032,2210,205,0,48,117500
1134,9828,0,544,1128,1142,878,2020,466,0,155,239500
1135,8773,0,916,916,916,684,1600,460,100,38,169000
1136,6180,0,960,960,986,0,986,180,0,128,102000
1137,9600,0,752,1032,1032,220,1252,288,0,0,119000
1138,6342,0,780,780,780,240,1020,0,0,0,94000
1139,9819,0,0,1567,1567,0,1567,714,264,32,196000
1140,8731,0,270,915,1167,0,1167,495,0,0,144000
1141,7350,0,100,952,952,0,952,840,0,0,139000
1142,10304,44,399,780,1088,780,1868,484,448,96,197500
1143,9965,340,316,1466,1466,1362,2828,1052,125,144,424870
1144,9000,0,718,1006,1006,0,1006,0,0,24,80000
1145,12180,0,324,672,672,252,924,280,0,0,80000
1146,6240,0,1042,1042,1042,534,1576,225,0,0,149000
1147,11200,85,40,1298,1298,0,1298,403,165,26,180000
1148,12000,0,429,704,860,704,1564,234,0,0,174500
1149,5700,0,572,572,572,539,1111,288,0,0,116900
1150,9000,0,26,650,832,650,1482,324,0,0,143000
1151,8280,0,932,932,932,0,932,306,0,0,124000
1152,17755,132,1290,1466,1466,0,1466,528,0,140,149900
1153,14115,0,230,1073,1811,0,1811,470,0,0,230000
1154,5890,0,278,816,816,0,816,432,0,0,120500
1155,13700,288,410,864,902,918,1820,492,60,84,201800
1156,10768,0,280,1437,1437,0,1437,528,0,21,218000
1157,9350,0,586,1219,1265,0,1265,502,0,92,179900
1158,5001,166,410,1314,1314,0,1314,626,172,62,230000
1159,11932,186,1580,1580,1580,0,1580,830,0,24,235128
1160,9120,270,459,901,943,933,1876,540,0,69,185000
1161,2280,0,544,855,855,601,1456,440,26,0,146000
1162,14778,72,568,1296,1640,0,1640,924,108,0,224000
1163,8724,0,402,894,894,0,894,450,0,0,129000
1164,12900,0,0,1198,1258,0,1258,400,120,0,108959
1165,16157,0,289,1360,1432,0,1432,588,168,180,194000
1166,9541,268,1502,1502,1502,0,1502,644,0,114,233170
1167,10475,72,1694,1694,1694,0,1694,776,160,33,245350
1168,10852,0,173,959,959,712,1671,472,0,38,173000
1169,13728,0,501,1127,1236,872,2108,540,0,0,235000
1170,35760,1378,543,1930,1831,1796,3627,807,361,76,625000
1171,9880,0,574,1096,1118,0,1118,358,203,0,171000
1172,9120,0,599,1261,1261,0,1261,433,0,0,163000
1173,4017,0,625,625,625,625,1250,625,0,54,171900
1174,18030,0,977,1598,1636,971,3086,0,122,0,200500
1175,16560,0,449,952,1170,1175,2345,360,0,0,239000
1176,10678,337,983,1683,2129,743,2872,541,0,33,285000
1177,6951,0,218,876,923,0,923,264,362,0,119500
1178,3950,0,350,818,818,406,1224,210,0,0,115000
1179,7681,0,731,731,820,523,1343,186,192,0,154900
1180,8335,0,0,0,1124,0,1124,0,0,36,93000
1181,11170,0,0,1216,1298,1216,2514,693,0,0,250000
1182,5587,186,120,1600,1652,0,1652,482,162,53,392500
1183,15623,0,300,2396,2411,2065,4476,813,171,78,745000
1184,10800,0,299,1120,1130,0,1130,720,229,0,120000
1185,35133,226,413,1572,1572,0,1572,995,0,263,186700
1186,9738,0,392,784,949,272,1221,392,0,0,104900
1187,10615,0,538,978,1014,685,1699,420,0,74,95000
1188,12461,0,168,1624,1624,0,1624,757,0,114,262000
1189,8935,95,831,831,831,829,1660,493,144,68,195000
1190,7500,0,994,994,1028,776,1804,442,140,60,189000
1191,32463,149,90,1249,1622,0,1622,1356,439,0,168000
1192,2645,456,776,776,764,677,1441,492,206,0,174000
1193,9600,0,702,702,842,630,1472,250,0,0,125000
1194,4500,425,341,1224,1224,0,1224,402,0,304,165000
1195,9364,143,292,663,663,689,1352,299,379,36,158000
1196,8029,0,728,728,728,728,1456,400,100,24,176000
1197,14054,0,879,879,879,984,1863,660,100,17,219210
1198,8850,0,815,815,815,875,1690,225,0,0,144000
1199,9100,0,1212,1212,1212,0,1212,573,356,0,178000
1200,11235,51,504,1051,1382,0,1382,459,0,82,148000
1201,9353,0,864,864,864,0,864,280,0,0,116050
1202,10400,0,866,866,866,913,1779,546,198,36,197900
1203,6000,0,884,884,884,464,1348,216,0,0,117000
1204,9750,171,1630,1630,1630,0,1630,451,74,234,213000
1205,10140,0,268,1056,1074,0,1074,495,0,88,153500
1206,14684,234,1496,2158,2196,0,2196,701,84,70,271900
1207,8900,0,0,1056,1056,0,1056,384,0,42,107000
1208,9135,120,1342,1682,1700,0,1700,544,192,23,200000
1209,7763,0,319,931,1283,0,1283,506,0,0,140000
1210,10182,420,440,1660,1660,0,1660,500,322,50,290000
1211,11218,0,1055,1055,1055,790,1845,462,635,104,189000
1212,12134,0,132,559,1080,672,1752,492,325,12,164000
1213,9340,0,328,672,672,0,672,234,0,113,113000
1214,10246,0,0,648,960,0,960,364,88,0,145000
1215,10205,0,141,925,999,0,999,300,150,72,134500
1216,7094,0,340,894,894,0,894,384,0,0,125000
1217,8930,0,0,0,1318,584,1902,539,0,0,112000
1218,8640,72,364,1300,1314,0,1314,552,135,112,229456
1219,6240,0,0,0,672,240,912,0,0,0,80500
1220,1680,236,672,672,672,546,1218,0,201,0,91500
1221,7800,0,0,912,912,0,912,288,0,0,115000
1222,8250,0,210,952,1211,0,1211,322,0,63,134000
1223,10496,320,844,1040,1168,678,1846,315,0,0,143000
1224,10680,44,1380,2136,2136,0,2136,528,0,30,137900
1225,15384,0,64,788,788,702,1490,388,100,75,184000
1226,10482,63,81,588,1138,0,1138,264,224,0,145000
1227,14598,74,894,894,894,1039,1933,668,100,18,214000
1228,8872,300,317,912,912,0,912,576,0,240,147000
1229,8769,766,162,1702,1702,0,1702,1052,0,72,367294
1230,7910,0,409,1075,1507,0,1507,404,0,0,127000
1231,18890,1,652,1361,1361,1259,2620,600,155,24,190000
1232,7728,120,303,1106,1190,0,1190,540,0,18,132500
1233,9842,0,0,0,1224,0,1224,462,0,0,101800
1234,12160,180,188,1188,1188,0,1188,531,0,0,142000
1235,8525,0,940,940,1024,940,1964,0,0,192,130000
1236,13132,0,747,747,892,892,1784,180,203,40,138887
1237,2628,106,764,764,764,862,1626,474,0,27,175500
1238,12393,0,847,847,847,1101,1948,434,100,48,195000
1239,13072,0,1141,1141,1141,0,1141,484,0,0,142500
1240,9037,32,1048,1476,1484,0,1484,472,120,33,265900
1241,8158,252,334,884,884,884,1768,543,0,63,224900
1242,9849,0,1689,1689,1689,0,1689,954,0,56,248328
1243,10625,81,0,1053,1173,0,1173,528,0,120,170000
1244,13891,,690,2076,2076,0,2076,850,216,229,465000
1245,11435,0,792,792,792,725,1517,400,0,0,230000
1246,12090,74,585,585,1140,728,1868,477,268,112,178000
1247,8125,0,756,756,756,797,1553,615,0,45,186500
1248,12328,335,473,1012,1034,0,1034,888,0,0,169900
1249,9600,0,416,735,1134,924,2058,396,0,0,129500
1250,7200,0,246,876,988,0,988,276,0,80,119000
1251,11160,0,1045,2110,2110,0,2110,522,0,0,244000
1252,3136,163,1405,1405,1405,0,1405,478,148,36,171750
1253,9858,0,354,864,874,0,874,288,33,0,130000
1254,17542,0,36,1192,1516,651,2167,518,220,47,294000
1255,6931,92,746,746,760,896,1656,397,178,128,165400
1256,6240,0,459,884,959,408,1367,560,0,0,127500
1257,14303,554,672,1986,1987,0,1987,691,262,36,301500
1258,4060,0,864,864,864,0,864,0,0,96,99900
1259,9587,182,201,856,1166,0,1166,400,212,0,190000
1260,9750,0,14,1054,1054,0,1054,460,180,0,151000
1261,24682,0,841,841,892,783,1675,502,0,103,181000
1262,9600,0,546,1050,1050,0,1050,338,0,0,128900
1263,11250,0,1104,1104,1104,684,1788,304,120,0,161500
1264,13515,0,764,764,1060,764,1824,520,0,0,180500
1265,4060,0,1139,1405,1337,0,1337,511,144,68,181000
1266,3735,218,241,691,713,739,1452,506,0,34,183900
1267,10120,0,925,925,964,925,1889,308,0,0,122000
1268,13214,0,2002,2002,2018,0,2018,746,144,76,378500
1269,14100,632,536,728,1968,1479,3447,1014,314,12,381000
1270,11344,180,414,874,874,650,1524,315,0,0,144000
1271,23595,0,74,1332,1332,192,1524,586,268,0,260000
1272,9156,0,1489,1489,1489,0,1489,462,0,0,185750
1273,13526,114,0,935,935,0,935,288,180,0,137000
1274,11512,84,300,1019,1357,0,1357,312,0,0,177000
1275,5362,0,661,661,661,589,1250,552,242,0,139000
1276,11345,567,708,928,928,992,1920,400,0,0,137000
1277,12936,0,130,723,735,660,1395,497,294,116,162000
1278,17871,359,1152,1680,1724,0,1724,480,0,0,197900
1279,9473,,324,1128,1128,903,2031,577,0,211,237000
1280,7500,0,698,698,698,430,1128,528,30,0,68400
1281,9808,110,785,1573,1573,0,1573,544,0,72,227000
1282,8049,54,256,1309,1339,0,1339,484,0,58,180000
1283,8800,0,364,1040,1040,0,1040,484,0,0,150500
1284,9400,0,912,912,912,912,1824,0,128,0,139000
1285,9638,0,804,804,1699,748,2447,336,272,0,169000
1286,6000,0,780,780,825,587,1412,280,45,0,132500
1287,9790,451,678,1328,1328,0,1328,528,0,26,143000
1288,36500,621,812,1624,1582,0,1582,390,168,198,190000
1289,5664,0,343,1501,1659,0,1659,499,212,59,278000
1290,11065,788,1085,1085,1120,850,1970,753,177,74,281000
1291,14112,86,138,1152,1152,0,1152,484,227,0,180500
1292,1680,268,399,630,630,672,1302,264,185,0,119500
1293,6600,0,994,994,1378,994,2372,432,0,287,107500
1294,10140,0,638,832,832,832,1664,528,0,28,162900
1295,8172,0,697,864,864,0,864,572,0,0,115000
1296,8400,168,36,1052,1052,0,1052,288,356,0,138500
1297,8700,148,344,1120,1128,0,1128,525,192,20,155000
1298,3675,82,0,547,1072,0,1072,525,0,44,140000
1299,63887,796,466,6110,4692,950,5642,1418,214,292,160000
1300,7500,0,0,1246,1246,0,1246,305,218,0,154000
1301,10762,344,284,978,1005,978,1983,490,0,0,225000
1302,7500,0,224,771,753,741,1494,213,0,0,177500
1303,10120,391,425,1165,1203,1323,2526,844,309,78,290000
1304,8688,228,1616,1616,1616,0,1616,834,208,59,232000
1305,3363,117,976,976,976,732,1708,380,0,40,130000
1306,13173,300,80,1652,1652,0,1652,840,404,102,325000
1307,6955,94,1368,1368,1368,0,1368,474,132,35,202500
1308,8072,0,244,990,990,0,990,480,0,64,138000
1309,12000,0,172,924,1122,0,1122,528,0,36,147000
1310,7153,88,78,1278,1294,0,1294,496,112,51,179200
1311,17500,0,496,1902,1902,0,1902,567,0,207,335000
1312,8814,80,349,1274,1274,0,1274,508,264,98,203000
1313,9572,336,971,1453,1453,1357,2810,750,500,0,302000
1314,14774,165,1393,1393,1422,1177,2599,779,668,30,333168
1315,8190,0,216,948,948,0,948,280,0,36,119000
1316,11075,0,176,952,1092,1020,2112,576,280,0,206900
1317,10226,270,1622,1622,1630,0,1630,860,172,42,295493
1318,4230,0,1352,1352,1352,0,1352,466,0,241,208900
1319,14781,178,1753,1753,1787,0,1787,748,198,150,275000
1320,10215,132,372,864,948,0,948,248,0,0,111000
1321,8400,0,628,1478,1478,0,1478,442,114,0,156500
1322,6627,0,0,0,720,0,720,287,0,0,72500
1323,10186,0,76,750,1061,862,1923,564,240,39,190000
1324,5330,0,140,420,708,0,708,0,164,0,82500
1325,9986,428,1795,1795,1795,0,1795,895,0,49,147000
1326,3636,0,796,796,796,0,796,0,0,0,55000
1327,4270,0,0,544,774,0,774,0,0,0,79000
1328,6600,0,175,816,816,0,816,264,0,0,130500
1329,10440,0,1017,1510,1584,1208,2792,520,0,547,256000
1330,9084,0,935,935,955,677,1632,462,0,28,176500
1331,10000,410,1588,1588,1588,0,1588,825,144,45,227000
1332,10780,0,428,911,954,0,954,576,0,0,132500
1333,8877,0,126,816,816,0,816,288,0,0,100000
1334,7200,0,803,803,803,557,1360,297,0,65,125500
1335,2368,312,0,765,765,600,1365,440,0,36,125000
1336,9650,360,664,1350,1334,0,1334,630,0,16,167900
1337,9246,564,1656,1656,1656,0,1656,506,0,211,135000
1338,4118,0,693,693,693,0,693,0,0,20,52500
1339,13450,0,216,916,920,941,1861,492,146,91,200000
1340,9560,0,504,864,864,0,864,288,0,0,128500
1341,8294,0,858,858,872,0,872,480,0,0,123000
1342,13695,0,300,1114,1114,0,1114,576,0,78,155000
1343,9375,149,1284,1284,1284,885,2169,647,192,87,228500
1344,7558,0,896,896,1172,741,1913,342,0,0,177000
1345,11103,0,728,728,728,728,1456,440,0,0,155835
1346,6000,0,710,960,960,0,960,308,0,0,108500
1347,20781,0,1203,1568,2156,0,2156,508,0,80,262500
1348,15306,100,1652,1732,1776,0,1776,712,0,0,283463
1349,16196,0,39,1482,1494,0,1494,514,402,25,215000
1350,5250,0,425,684,938,1215,2358,0,0,54,122000
1351,11643,368,748,1248,1338,1296,2634,968,0,0,200000
1352,9247,318,539,858,858,858,1716,490,0,84,171000
1353,6000,0,698,698,786,390,1176,624,210,0,134900
1354,14720,579,1217,2033,2053,1185,3238,666,283,86,410000
1355,10316,0,257,992,992,873,1865,839,0,184,235000
1356,10192,143,570,570,1222,698,1920,487,0,98,170000
1357,9477,65,524,864,892,0,892,264,0,0,110000
1358,12537,0,344,1078,1078,0,1078,500,0,0,149900
1359,2117,216,378,756,769,804,1573,440,0,32,177500
1360,16737,66,533,1980,1980,0,1980,770,194,45,315000
1361,9842,0,612,612,990,1611,2601,621,183,0,189000
1362,16158,16,256,1530,1530,0,1530,430,168,36,260000
1363,12513,0,715,715,1281,457,1738,368,55,0,104900
1364,8499,0,616,616,616,796,1412,432,0,36,156932
1365,3180,0,600,600,520,600,1200,480,0,166,144152
1366,7500,0,281,814,814,860,1674,663,0,96,216000
1367,9179,158,240,873,882,908,1790,588,0,88,193000
1368,2665,0,36,757,925,550,1475,336,104,26,127000
1369,4435,170,163,848,848,0,848,420,140,0,144000
1370,10635,171,315,1657,1668,0,1668,502,0,262,232000
1371,5400,0,420,840,840,534,1374,338,0,0,105000
1372,9600,0,161,992,1661,0,1661,377,0,28,165500
1373,9750,0,133,1108,1108,989,2097,583,253,170,274300
1374,11400,705,1351,2633,2633,0,2633,804,314,140,466500
1375,10625,0,1026,1026,1026,932,1958,936,154,210,250000
1376,10991,80,1571,1571,1571,0,1571,722,100,36,239000
1377,6292,0,384,768,790,0,790,160,0,141,91000
1378,10998,0,156,984,984,620,1604,660,0,68,117000
1379,1953,408,174,483,483,504,987,264,72,0,83000
1380,9735,0,384,384,754,640,1394,400,100,0,167500
1381,8212,0,661,864,864,0,864,200,0,0,58500
1382,12925,0,340,1205,2117,0,2117,550,0,42,237500
1383,7200,0,596,596,998,764,1762,576,36,0,157000
1384,25339,0,816,816,1416,0,1416,576,0,0,112000
1385,9060,0,356,560,698,560,1258,280,0,0,105000
1386,5436,0,61,796,796,358,1154,240,0,96,125500
1387,16692,184,133,1392,1392,1392,2784,564,0,112,250000
1388,8520,0,0,714,1664,862,2526,216,88,15,136000
1389,14892,160,426,1746,1746,0,1746,758,201,39,377500
1390,6000,0,360,735,869,349,1218,440,0,0,131000
1391,9100,244,125,1525,1525,0,1525,541,219,36,235000
1392,8944,0,1584,1584,1584,0,1584,792,0,152,124000
1393,7838,0,95,864,900,0,900,288,175,144,123000
1394,10800,0,482,482,1221,691,1912,672,0,25,163000
1395,4045,45,286,1356,1500,0,1500,648,161,20,246578
1396,12665,245,1094,1094,1133,1349,2482,642,144,39,281213
1397,57200,0,60,747,1687,0,1687,572,0,0,160000
1398,6120,0,939,939,939,574,1513,180,24,0,137500
1399,7200,0,676,1208,1136,768,1904,240,0,0,138000
1400,6171,0,712,976,1160,448,1608,216,147,16,137450
1401,6000,0,862,862,950,208,1158,208,0,0,120000
1402,7415,0,80,839,864,729,1593,398,100,75,193000
1403,6762,0,1286,1286,1294,0,1294,662,168,55,193879
1404,15256,84,556,1485,1464,0,1464,754,168,160,282922
1405,10410,0,672,672,694,520,1214,936,216,0,105000
1406,3842,174,221,1594,1646,0,1646,482,128,53,275000
1407,8445,0,112,768,768,0,768,396,58,0,133000
1408,8780,0,208,833,833,0,833,0,0,0,112000
1409,7740,0,622,622,741,622,1363,528,0,0,125500
1410,20544,123,791,791,1236,857,2093,542,364,63,215000
1411,12420,0,278,944,944,896,1840,622,0,45,230000
1412,9600,0,736,856,1112,556,1668,271,0,0,140000
1413,7200,0,0,0,1040,0,1040,420,0,0,90000
1414,10994,366,868,1844,1844,0,1844,620,165,44,257000
1415,13053,0,833,833,1053,795,1848,370,0,0,207000
1416,3635,130,398,1386,1569,0,1569,660,143,20,175900
1417,11340,0,777,777,1246,1044,2290,560,0,0,122500
1418,16545,731,503,1284,1310,1140,2450,1069,0,126,340000
1419,9204,0,247,1144,1144,0,1144,336,0,88,124000
1420,16381,312,734,1844,1844,0,1844,540,0,73,223000
1421,11700,420,304,708,708,708,1416,776,0,169,179900
1422,4043,0,709,1069,1069,0,1069,440,0,55,127500
1423,4435,170,162,848,848,0,848,420,140,0,136500
1424,19690,0,697,697,1575,626,2201,432,586,236,274970
1425,9503,0,193,1024,1344,0,1344,484,316,28,144000
1426,10721,243,1252,1252,1252,0,1252,528,0,39,142000
1427,10944,448,223,1223,1223,904,2127,525,171,132,271000
1428,10930,0,333,913,1048,510,1558,288,0,0,140000
1429,7200,294,278,788,804,0,804,240,0,0,119000
1430,12546,310,762,1440,1440,0,1440,467,0,0,182900
1431,21930,0,732,732,734,1104,1838,372,100,40,192140
1432,4928,0,0,958,958,0,958,440,0,60,143750
1433,10800,0,656,656,968,0,968,216,0,0,64500
1434,10261,318,936,936,962,830,1792,451,0,0,186500
1435,17400,0,190,1126,1126,0,1126,484,295,41,160000
1436,8400,237,1319,1319,1537,0,1537,462,0,36,174000
1437,9000,0,248,864,864,0,864,528,0,0,120500
1438,12444,426,596,1932,1932,0,1932,774,0,66,394617
1439,7407,0,312,912,1236,0,1236,923,0,158,149700
1440,11584,96,114,539,1040,685,1725,550,0,88,197000
1441,11526,0,588,588,1423,748,2555,672,431,0,191000
1442,4426,147,151,848,848,0,848,420,149,0,149300
1443,11003,160,252,1017,1026,981,2007,812,168,52,310000
1444,8854,0,952,952,952,0,952,192,0,98,121000
1445,8500,106,1422,1422,1422,0,1422,626,192,60,179600
1446,8400,0,0,814,913,0,913,240,0,0,129000
1447,26142,189,595,1188,1188,0,1188,312,261,39,157900
1448,10000,438,141,1220,1220,870,2090,556,0,65,240000
1449,11767,0,560,560,796,550,1346,384,168,24,112000
1450,1533,0,77,630,630,0,630,0,0,0,92000
1451,9000,0,896,896,896,896,1792,0,32,45,136000
1452,9262,194,1573,1573,1578,0,1578,840,0,36,287090
1453,3675,80,0,547,1072,0,1072,525,0,28,145000
1454,17217,0,1140,1140,1140,0,1140,0,36,56,84500
1455,7500,0,811,1221,1221,0,1221,400,0,113,185000
1456,7917,0,953,953,953,694,1647,460,0,40,175000
1457,13175,119,589,1542,2073,0,2073,500,349,0,210000
1458,9042,0,877,1152,1188,1152,2340,252,0,60,266500
1459,9717,0,0,1078,1078,0,1078,240,366,0,142125
1460,9937,0,136,1256,1256,0,1256,276,736,68,147500
